codigo_postal,nombre,provincia
01001,Vitoria/Gasteiz,Alava/Araba
01002,Vitoria/Gasteiz,Alava/Araba
01003,Vitoria/Gasteiz,Alava/Araba
01004,Vitoria/Gasteiz,Alava/Araba
01005,Vitoria/Gasteiz,Alava/Araba
01006,Vitoria/Gasteiz,Alava/Araba
01007,Vitoria/Gasteiz,Alava/Araba
01008,Vitoria/Gasteiz,Alava/Araba
01009,Vitoria/Gasteiz,Alava/Araba
01010,Vitoria/Gasteiz,Alava/Araba
01012,Vitoria/Gasteiz,Alava/Araba
01013,Vitoria/Gasteiz,Alava/Araba
01015,Vitoria/Gasteiz,Alava/Araba
01070,Vitoria/Gasteiz CODIGO CORRESPONDENCIA OFICIAL CORREOS-TELEGRAFOS,Alava/Araba
01071,Vitoria/Gasteiz CODIGO CORRESPONDENCIA PARA ORGANISMOS OFICIALES,Alava/Araba
01080,Vitoria/Gasteiz CODIGO POSTAL PARA APARTADOS PARTICULARES Y LISTA,Alava/Araba
01110,CAMPEZO,Alava/Araba
01110,KANPEZU,Alava/Araba
01110,SANTA CRUZ DE CAMPEZO-SANTIKURUTZE KANPEZU,Alava/Araba
01117,ALDA,Alava/Araba
01117,DONE BIKENDI HARANA,Alava/Araba
01117,HARANA,Alava/Araba
01117,KONTRASTA,Alava/Araba
01117,ORBISO,Alava/Araba
01117,OTEO,Alava/Araba
01117,SAN VICENTE DE ARANA,Alava/Araba
01117,ULLIBARRI-ARANA,Alava/Araba
01117,URIBARRI-HARANA,Alava/Araba
01117,VALLE DE ARANA,Alava/Araba
01118,ANGOSTINA,Alava/Araba
01118,BERNEDO,Alava/Araba
01118,LAGRAN,Alava/Araba
01118,NAFARRETE,Alava/Araba
01118,PIPAON,Alava/Araba
01118,URTURI,Alava/Araba
01118,VILLAFRIA,Alava/Araba
01118,VILLAVERDE,Alava/Araba
01120,ARRAIA-MAEZTU,Alava/Araba
01120,MAESTU,Alava/Araba
01128,ANTOÑANA,Alava/Araba
01128,ATAURI,Alava/Araba
01128,AZAZETA,Alava/Araba
01128,BERROZI,Alava/Araba
01128,BUJANDA,Alava/Araba
01128,BUXANDA,Alava/Araba
01128,DURRUMA KANPEZU,Alava/Araba
01128,KINTANA,Alava/Araba
01128,SAN ROMAN DE CAMPEZO,Alava/Araba
01129,ALETXA,Alava/Araba
01129,APELLANIZ,Alava/Araba
01129,APINANIZ,Alava/Araba
01129,AREATZA,Alava/Araba
01129,ARENAZA,Alava/Araba
01129,BIRGARA BARREN,Alava/Araba
01129,BIRGARA GOIEN,Alava/Araba
01129,CICUJANO,Alava/Araba
01129,ELORTZA,Alava/Araba
01129,ERROETA,Alava/Araba
01129,ERROITEGI,Alava/Araba
01129,IBISATE,Alava/Araba
01129,KORRES,Alava/Araba
01129,LEORZA,Alava/Araba
01129,MUSITU,Alava/Araba
01129,ONRAITA,Alava/Araba
01129,ROITEGUI,Alava/Araba
01129,SABANDO,Alava/Araba
01129,VIRGALA MAYOR,Alava/Araba
01129,VIRGALA MENOR,Alava/Araba
01129,ZEKUIANO,Alava/Araba
01130,MURGUIA,Alava/Araba
01130,ZUIA,Alava/Araba
01138,ACOSTA,Alava/Araba
01138,APODAKA,Alava/Araba
01138,BERRIKANO,Alava/Araba
01138,BURUAGA,Alava/Araba
01138,ERIBE,Alava/Araba
01138,ETXAGUEN (ZIGOITIA),Alava/Araba
01138,GOPEGI,Alava/Araba
01138,LARRINOA,Alava/Araba
01138,LETONA,Alava/Araba
01138,MANURGA,Alava/Araba
01138,MURUA,Alava/Araba
01138,OKOIZTA,Alava/Araba
01138,OLANO,Alava/Araba
01138,ONDATEGI,Alava/Araba
01138,ZAITEGI,Alava/Araba
01138,ZESTAFE,Alava/Araba
01138,ZIGOITIA,Alava/Araba
01139,ALTUBE,Alava/Araba
01139,AMETZAGA (ZUIA),Alava/Araba
01139,APERREGI,Alava/Araba
01139,BITORIANO,Alava/Araba
01139,DOMAIKIA,Alava/Araba
01139,GILIERNA,Alava/Araba
01139,GUILLERNA,Alava/Araba
01139,JUGO,Alava/Araba
01139,LUKIANO,Alava/Araba
01139,MARKINA,Alava/Araba
01139,SARRIA,Alava/Araba
01139,ZARATE,Alava/Araba
01160,IBARRA,Alava/Araba
01165,OLAETA,Alava/Araba
01169,ARAMAIO,Alava/Araba
01169,AREXOLA,Alava/Araba
01169,AZKOAGA,Alava/Araba
01169,BARAJUEN,Alava/Araba
01169,ETXAGUEN,Alava/Araba
01169,GANTZAGA,Alava/Araba
01169,UNTZILLA,Alava/Araba
01169,URIBARRI,Alava/Araba
01170,ELOSU,Alava/Araba
01170,GOIAIN,Alava/Araba
01170,LEGUTIANO,Alava/Araba
01170,URRUNAGA,Alava/Araba
01191,ASTEGIETA,Alava/Araba
01191,ESTARRONA,Alava/Araba
01191,GOBEO,Alava/Araba
01191,HUETO ABAJO,Alava/Araba
01191,HUETO ARRIBA,Alava/Araba
01191,MARTIODA,Alava/Araba
01191,MENDOZA,Alava/Araba
01191,OTO BARREN,Alava/Araba
01191,OTO GOIEN,Alava/Araba
01191,TRASPONTE,Alava/Araba
01191,TRESPUENTES,Alava/Araba
01191,ULLIBARRI-VIÑA,Alava/Araba
01191,URIBARRI-DIBIÑA,Alava/Araba
01192,AÑUA,Alava/Araba
01192,ARBULO,Alava/Araba
01192,ARBURU,Alava/Araba
01192,ARGOMANIZ,Alava/Araba
01192,ARKAUTE,Alava/Araba
01192,BURGELU,Alava/Araba
01192,ELBURGO,Alava/Araba
01192,ELORRIAGA,Alava/Araba
01192,GACETA,Alava/Araba
01192,GAZETA,Alava/Araba
01192,ILARRATZA,Alava/Araba
01192,JUNGITU,Alava/Araba
01192,LUBIANO,Alava/Araba
01192,MATAUCO,Alava/Araba
01192,OREITIA,Alava/Araba
01192,ZERIO,Alava/Araba
01193,ABERASTURI,Alava/Araba
01193,ACILU,Alava/Araba
01193,ANDOLLU,Alava/Araba
01193,ARGANDOÑA,Alava/Araba
01193,ARKAIA,Alava/Araba
01193,ASKARZA,Alava/Araba
01193,AZILU,Alava/Araba
01193,EGUILETA,Alava/Araba
01193,ERENCHUN,Alava/Araba
01193,ERENTXUN,Alava/Araba
01193,GAUNA,Alava/Araba
01193,HIJONA,Alava/Araba
01193,IRURAIZ-GAUNA,Alava/Araba
01193,IXONA,Alava/Araba
01193,TROKONIZ,Alava/Araba
01193,VILLAFRANCA,Alava/Araba
01194,ARETXABALETA,Alava/Araba
01194,BERROSTEGIETA,Alava/Araba
01194,BOLIBAR,Alava/Araba
01194,CASTILLO,Alava/Araba
01194,ESKIBEL,Alava/Araba
01194,GAMIZ,Alava/Araba
01194,GARDELEGI,Alava/Araba
01194,GAZTELU,Alava/Araba
01194,IZARTZA,Alava/Araba
01194,LASARTE,Alava/Araba
01194,MENDIOLA,Alava/Araba
01194,MONASTERIOGUREN,Alava/Araba
01194,OKINA,Alava/Araba
01194,OTAZU,Alava/Araba
01194,ULLIBARRI DE LOS OLLEROS,Alava/Araba
01194,URIBARRI NAGUSIA,Alava/Araba
01195,ARINIZ,Alava/Araba
01195,ARIÑEZ,Alava/Araba
01195,BILODA,Alava/Araba
01195,CRISPIJANA,Alava/Araba
01195,GOMETXA,Alava/Araba
01195,KRISPIÑANA,Alava/Araba
01195,LERMANDA,Alava/Araba
01195,MARGARITA,Alava/Araba
01195,SUBIJANA DE ALAVA,Alava/Araba
01195,SUBILLANA-GASTEIZ,Alava/Araba
01195,VILLODAS,Alava/Araba
01195,ZUAZO DE VITORIA,Alava/Araba
01195,ZUHATZU,Alava/Araba
01195,ZUMELTZU,Alava/Araba
01195,ZUMELZU,Alava/Araba
01196,ANTEZANA,Alava/Araba
01196,ARANGIZ,Alava/Araba
01196,ARTAZA FORONDA,Alava/Araba
01196,ETXABARRI-IBIÑA,Alava/Araba
01196,FORONDA,Alava/Araba
01196,GEREÑA,Alava/Araba
01196,IURRE,Alava/Araba
01196,LEGARDA,Alava/Araba
01196,LOPIDANA,Alava/Araba
01196,MANDOJANA,Alava/Araba
01196,MENDAROZKETA,Alava/Araba
01196,MENDIGUREN,Alava/Araba
01200,AGURAIN,Alava/Araba
01200,SALVATIERRA,Alava/Araba
01206,ARRIETA,Alava/Araba
01206,AUDIKANA,Alava/Araba
01206,BARRUNDIA,Alava/Araba
01206,DALLO,Alava/Araba
01206,ELGEA,Alava/Araba
01206,ETURA,Alava/Araba
01206,ETXABARRI-URTUPIÑA,Alava/Araba
01206,EZKEREKOTXA,Alava/Araba
01206,GAZEO,Alava/Araba
01206,GUEVARA,Alava/Araba
01206,HEREDIA,Alava/Araba
01206,LANGARIKA,Alava/Araba
01206,MARIETA LARRINZAR,Alava/Araba
01206,MATURANA,Alava/Araba
01206,MENDIJUR,Alava/Araba
01206,OZAETA,Alava/Araba
01207,ADANA,Alava/Araba
01207,ALAIZA,Alava/Araba
01207,ALANGUA,Alava/Araba
01207,ARRIZALA,Alava/Araba
01207,BIKUÑA,Alava/Araba
01207,DURRUMA DONEMILIAGA,Alava/Araba
01207,EGILATZ,Alava/Araba
01207,EGILEOR,Alava/Araba
01207,EGUILAZ,Alava/Araba
01207,GEREÑU,Alava/Araba
01207,GUEREÑU,Alava/Araba
01207,JAUREGI,Alava/Araba
01207,JAUREGUI,Alava/Araba
01207,MEZKIA,Alava/Araba
01207,MUNAIN,Alava/Araba
01207,OKARIZ,Alava/Araba
01207,OPAKUA,Alava/Araba
01207,SAN ROMAN DE SAN MILLAN,Alava/Araba
01207,TXINTXETRU,Alava/Araba
01207,ULLIBARRI-JAUREGI,Alava/Araba
01207,URIBARRI-JAUREGI,Alava/Araba
01207,VICUÑA,Alava/Araba
01208,ALBENIZ,Alava/Araba
01208,AMETZAGA,Alava/Araba
01208,ARRIOLA,Alava/Araba
01208,ASPURU,Alava/Araba
01208,AXPURU,Alava/Araba
01208,DONEMILIAGA,Alava/Araba
01208,ERDOÑANA,Alava/Araba
01208,GALARRETA,Alava/Araba
01208,GORDOA,Alava/Araba
01208,HERMUA,Alava/Araba
01208,LARREA,Alava/Araba
01208,LUZURIAGA,Alava/Araba
01208,NARBAXA,Alava/Araba
01208,ORDOÑANA,Alava/Araba
01208,SAN MILLAN,Alava/Araba
01208,ZALDUONDO,Alava/Araba
01208,ZUAZO DE SAN MILLAN,Alava/Araba
01208,ZUHATZU DONEMILIAGA,Alava/Araba
01211,BAROJA,Alava/Araba
01211,BAROJA,Alava/Araba
01211,BAROLA,Alava/Araba
01211,BAROLA,Alava/Araba
01211,BERANTEVILLA,Alava/Araba
01211,BERANTEVILLA,Alava/Araba
01211,ESCANZANA,Alava/Araba
01211,ESCANZANA,Alava/Araba
01211,LACORZANA,Alava/Araba
01211,LACORZANA,Alava/Araba
01211,LACORZANILLA,Alava/Araba
01211,LACORZANILLA,Alava/Araba
01211,MIJANCAS,Alava/Araba
01211,MIJANCAS,Alava/Araba
01211,PAGOETA,Alava/Araba
01211,PAGOETA,Alava/Araba
01211,PAYUETA,Alava/Araba
01211,PAYUETA,Alava/Araba
01211,SANTURDE,Alava/Araba
01211,SANTURDE,Alava/Araba
01211,TOBERA,Alava/Araba
01211,TOBERA,Alava/Araba
01212,BERGANZO,Alava/Araba
01212,BURADON GATZAGA,Alava/Araba
01212,LOZA,Alava/Araba
01212,MONTORIA,Alava/Araba
01212,OCIO,Alava/Araba
01212,PEÑACERRADA,Alava/Araba
01212,PORTILLA,Alava/Araba
01212,SALINILLAS DE BURADON,Alava/Araba
01212,SANTA CRUZ DEL FIERRO,Alava/Araba
01212,URIZAHARRA,Alava/Araba
01212,ZAMBRANA,Alava/Araba
01213,CAICEDO DE YUSO,Alava/Araba
01213,COMUNION,Alava/Araba
01213,ERRIBERA BEITIA,Alava/Araba
01213,IGAI,Alava/Araba
01213,KAICEDO BEHEKOA,Alava/Araba
01213,KOMUNIOI,Alava/Araba
01213,LANTARON,Alava/Araba
01213,LECIÑANA DEL CAMINO,Alava/Araba
01213,LEZIÑANA,Alava/Araba
01213,MELLEDES,Alava/Araba
01213,MOLINILLA,Alava/Araba
01213,QUINTANILLA DE LA RIBERA,Alava/Araba
01213,RIBERA BAJA,Alava/Araba
01213,RIVABELLOSA,Alava/Araba
01213,SALCEDO,Alava/Araba
01213,SAN MIGUEL,Alava/Araba
01213,SARATSU,Alava/Araba
01213,TURISO,Alava/Araba
01213,VILLABEZANA,Alava/Araba
01213,ZUBILLAGA,Alava/Araba
01216,ARLUZEA,Alava/Araba
01216,FAIDO,Alava/Araba
01216,FAIDU,Alava/Araba
01216,MARKINEZ,Alava/Araba
01216,URARTE,Alava/Araba
01220,ANTEZANA DE LA RIBERA,Alava/Araba
01220,ARMIÑON,Alava/Araba
01220,ESTAVILLO,Alava/Araba
01220,LACERVILLA,Alava/Araba
01220,LECIÑANA DE LA OCA,Alava/Araba
01220,MANZANOS,Alava/Araba
01220,RIVAGUDA,Alava/Araba
01230,IRUÑA DE OCA,Alava/Araba
01230,IRUÑA OKA,Alava/Araba
01230,LANGRAIZ OKA,Alava/Araba
01230,NANCLARES DE LA OCA,Alava/Araba
01240,ALEGRIA,Alava/Araba
01240,DULANTZI,Alava/Araba
01250,ARAIA,Alava/Araba
01250,ASPARRENA,Alava/Araba
01260,ANDOIN,Alava/Araba
01260,EGINO,Alava/Araba
01260,IBARGUREN,Alava/Araba
01260,ILARDUIA,Alava/Araba
01260,URABAIN,Alava/Araba
01300,BIASTERI,Alava/Araba
01300,LAGUARDIA,Alava/Araba
01306,LAPUEBLA DE LABARKA,Alava/Araba
01307,BAÑOS DE EBRO,Alava/Araba
01307,ESKUERNAGA,Alava/Araba
01307,MAÑUETA,Alava/Araba
01307,SAMANIEGO,Alava/Araba
01307,VILLABUENA DE ALAVA,Alava/Araba
01308,ASSA,Alava/Araba
01308,BENASPERI,Alava/Araba
01308,CAMPILLAR (EL),Alava/Araba
01308,CRIPAN,Alava/Araba
01308,KRIPAN,Alava/Araba
01308,LANCIEGO,Alava/Araba
01308,LANTZIEGO,Alava/Araba
01308,VIÑASPRE,Alava/Araba
01309,BILAR,Alava/Araba
01309,ELVILLAR,Alava/Araba
01309,LEZA,Alava/Araba
01309,NAVARIDAS,Alava/Araba
01309,PAGANOS,Alava/Araba
01320,OION,Alava/Araba
01320,OYON,Alava/Araba
01321,LASERNA,Alava/Araba
01322,BARRIOBUSTO,Alava/Araba
01322,LABRAZA,Alava/Araba
01322,MOREDA DE ALAVA,Alava/Araba
01322,MORETA,Alava/Araba
01322,YECORA,Alava/Araba
01330,BASTIDA,Alava/Araba
01330,LABASTIDA,Alava/Araba
01340,ELCIEGO,Alava/Araba
01400,LLODIO,Alava/Araba
01408,LUIAONDO,Alava/Araba
01409,IRABAIEN,Alava/Araba
01409,JANDIOLA,Alava/Araba
01409,OKONDO,Alava/Araba
01409,OKONDOGOIENA,Alava/Araba
01409,OKONDOJENA,Alava/Araba
01409,SAN ROMAN,Alava/Araba
01409,UGALDE,Alava/Araba
01409,VILLACHICA,Alava/Araba
01409,ZUDIBIARTE,Alava/Araba
01420,ARBIGANO,Alava/Araba
01420,BASQUIÑUELAS,Alava/Araba
01420,CAICEDO-SOPEÑA,Alava/Araba
01420,CASTILLO-SOPEÑA,Alava/Araba
01420,ERRIBERA GOITI,Alava/Araba
01420,HEREÑA,Alava/Araba
01420,PAUL,Alava/Araba
01420,POBES,Alava/Araba
01420,RIBERA ALTA,Alava/Araba
01423,ALCEDO,Alava/Araba
01423,ATIAGA,Alava/Araba
01423,ATIEGA,Alava/Araba
01423,BACHICABO,Alava/Araba
01423,BARRIO,Alava/Araba
01423,BELLOJIN,Alava/Araba
01423,BERGONDA,Alava/Araba
01423,BERGÜENDA,Alava/Araba
01423,ESPEJO,Alava/Araba
01423,FONTECHA,Alava/Araba
01423,FONTETXA,Alava/Araba
01423,PUENTELARRA,Alava/Araba
01423,SOBRON,Alava/Araba
01423,TUESTA,Alava/Araba
01423,VILLAMADERNE,Alava/Araba
01423,VILLAMBROSA,Alava/Araba
01423,ZUBILARRA,Alava/Araba
01426,ARREO,Alava/Araba
01426,ASTULEZ,Alava/Araba
01426,CARANCA,Alava/Araba
01426,CARCAMO,Alava/Araba
01426,FRESNEDA,Alava/Araba
01426,GESALTZA-AÑANA,Alava/Araba
01426,NOGRARO,Alava/Araba
01426,OSMA,Alava/Araba
01426,SALINAS DE AÑANA,Alava/Araba
01426,VALDEGOVIA,Alava/Araba
01426,VILLANAÑE,Alava/Araba
01426,VILLANUEVA DE VALDEGOVIA,Alava/Araba
01426,VILORIA,Alava/Araba
01427,ACEBEDO,Alava/Araba
01427,ACEBEDO,Alava/Araba
01427,BASABE,Alava/Araba
01427,BASABE,Alava/Araba
01427,BOVEDA,Alava/Araba
01427,BOVEDA,Alava/Araba
01427,CORRO,Alava/Araba
01427,CORRO,Alava/Araba
01427,GURENDES-QUEJO,Alava/Araba
01427,GURENDES-QUEJO,Alava/Araba
01427,LAHOZ,Alava/Araba
01427,LAHOZ,Alava/Araba
01427,LALASTRA,Alava/Araba
01427,LALASTRA,Alava/Araba
01427,MIOMA,Alava/Araba
01427,MIOMA,Alava/Araba
01427,PINEDO,Alava/Araba
01427,PINEDO,Alava/Araba
01427,QUEJO,Alava/Araba
01427,QUEJO,Alava/Araba
01427,QUINTANILLA DE VALDEGOVIA,Alava/Araba
01427,QUINTANILLA DE VALDEGOVIA,Alava/Araba
01427,RIBERA,Alava/Araba
01427,RIBERA,Alava/Araba
01427,TOBILLAS,Alava/Araba
01427,TOBILLAS,Alava/Araba
01427,VALLUERCA,Alava/Araba
01427,VALLUERCA,Alava/Araba
01427,VILLAMARDONES,Alava/Araba
01427,VILLAMARDONES,Alava/Araba
01428,ANUCITA,Alava/Araba
01428,ARTATZA,Alava/Araba
01428,ARTAZA,Alava/Araba
01428,BARRON,Alava/Araba
01428,GUINEA,Alava/Araba
01428,LASIERRA,Alava/Araba
01428,MANDAITA,Alava/Araba
01428,MONTEVITE,Alava/Araba
01428,MORILLAS,Alava/Araba
01428,NUVILLA,Alava/Araba
01428,OLABARRI,Alava/Araba
01428,OLLAVARRE,Alava/Araba
01428,ORMIJANA,Alava/Araba
01428,SUBIJANA-MORILLAS,Alava/Araba
01428,TUYO,Alava/Araba
01428,VILLALUENGA,Alava/Araba
01430,KUARTANGO,Alava/Araba
01430,ZUHATZU-KUARTANGO,Alava/Araba
01439,ANDA,Alava/Araba
01439,ANDAGOIA,Alava/Araba
01439,APRIKANO,Alava/Araba
01439,ARRIANO,Alava/Araba
01439,ARTXUA,Alava/Araba
01439,ETXABARRI-KUARTANGO,Alava/Araba
01439,GILLARTE,Alava/Araba
01439,INURRIETA,Alava/Araba
01439,JOKANO,Alava/Araba
01439,KATADIANO,Alava/Araba
01439,LUNA,Alava/Araba
01439,MARINDA,Alava/Araba
01439,SANTA EULALIA,Alava/Araba
01439,SENDADIANO,Alava/Araba
01439,TORTURA,Alava/Araba
01439,URBINA BASABE,Alava/Araba
01439,URBINA EZA,Alava/Araba
01439,URIBARRI-KUARTANGO,Alava/Araba
01439,VILLAMANCA,Alava/Araba
01440,IZARRA,Alava/Araba
01440,URKABUSTAIZ,Alava/Araba
01449,ABEZIA,Alava/Araba
01449,ABORNIKANO,Alava/Araba
01449,BELUNTZA,Alava/Araba
01449,GOIURI-ONDONA,Alava/Araba
01449,LARRAZKETA,Alava/Araba
01449,OIARDO,Alava/Araba
01449,UNZA,Alava/Araba
01449,UZKIANO,Alava/Araba
01450,BARANBIO,Alava/Araba
01450,INOSO,Alava/Araba
01450,LEKAMAÑA,Alava/Araba
01450,LEZAMA,Alava/Araba
01450,ZIORRAGA,Alava/Araba
01468,ALORIA,Alava/Araba
01468,ARTOMAÑA,Alava/Araba
01468,DELIKA,Alava/Araba
01468,LARRINBE,Alava/Araba
01468,SARATXO,Alava/Araba
01468,TERTANGA,Alava/Araba
01470,AMURRIO,Alava/Araba
01470,ETXEGOIEN,Alava/Araba
01474,ARTZINIEGA,Alava/Araba
01476,AIARA,Alava/Araba
01476,ARESPALDITZA,Alava/Araba
01476,AYALA,Alava/Araba
01476,RESPALDIZA,Alava/Araba
01477,AÑES,Alava/Araba
01477,BEOTEGI,Alava/Araba
01477,COSTERA,Alava/Araba
01477,ERBI,Alava/Araba
01477,KEXAA,Alava/Araba
01477,LEJARZO,Alava/Araba
01477,LUJO,Alava/Araba
01477,LUXO,Alava/Araba
01477,MENAGARAI-BEOTEGI,Alava/Araba
01477,MENOIO,Alava/Araba
01477,OZAKA,Alava/Araba
01477,OZEKA,Alava/Araba
01477,QUEJANA,Alava/Araba
01477,RETES DE LLANTENO,Alava/Araba
01477,ZUAZA,Alava/Araba
01478,CAMPIJO,Alava/Araba
01478,GORDELIZ,Alava/Araba
01478,LLANTENO,Alava/Araba
01478,MENDIETA,Alava/Araba
01478,RETES DE TUDELA,Alava/Araba
01478,SANTA COLOMA,Alava/Araba
01478,SOJO,Alava/Araba
01478,SOJOGUTI,Alava/Araba
01479,AGIÑAGA,Alava/Araba
01479,IZORIA,Alava/Araba
01479,MADARIA,Alava/Araba
01479,MAROÑO,Alava/Araba
01479,MURGA,Alava/Araba
01479,OLABEZAR,Alava/Araba
01479,SALMANTON,Alava/Araba
01510,BETOLAZA,Alava/Araba
01510,ERRETANA,Alava/Araba
01510,GAMARRA GUTXIA,Alava/Araba
01510,GAMARRA MENOR,Alava/Araba
01510,LUKO,Alava/Araba
01510,MIÑANO GOIEN,Alava/Araba
01510,MIÑANO GUTXIA,Alava/Araba
01510,MIÑANO MAYOR,Alava/Araba
01510,MIÑANO MENOR,Alava/Araba
01510,URBINA,Alava/Araba
01510,ZIRIANO,Alava/Araba
01520,AMARITA,Alava/Araba
01520,ARRAZUA-UBARRUNDIA,Alava/Araba
01520,ARROIABE,Alava/Araba
01520,ARZUBIAGA,Alava/Araba
01520,DURANA,Alava/Araba
01520,LANDA,Alava/Araba
01520,LANGARA-GANBOA,Alava/Araba
01520,MENDIBIL,Alava/Araba
01520,NANCLARES DE GANBOA,Alava/Araba
01520,ULLIBARRI-ARRAZUA,Alava/Araba
01520,ULLIBARRI-GANBOA,Alava/Araba
01520,ZURBANO,Alava/Araba
02001,02,Albacete
02002,02,Albacete
02003,02,Albacete
02004,02,Albacete
02005,02,Albacete
02006,02,Albacete
02007,02,Albacete
02049,02,Albacete
02070,02 CODIGO CORRESPONDENCIA OFICIAL CORREOS-TELEGRAFOS,Albacete
02071,02 CODIGO CORRESPONDENCIA PARA ORGANISMOS OFICIALES,Albacete
02080,02 CODIGO POSTAL PARA APARTADOS PARTICULARES Y LISTA,Albacete
02100,TARAZONA DE LA MANCHA,Albacete
02110,"GINETA, LA",Albacete
02110,"GRAJUELA, LA",Albacete
02120,PEÑAS DE SAN PEDRO,Albacete
02124,ALCADOZO,Albacete
02124,CASABLANCA,Albacete
02124,CASASOLA,Albacete
02124,"HERRERIA, LA",Albacete
02124,"NAVAZUELA, LA",Albacete
02124,"NOGUERA, LA",Albacete
02125,AYNA,Albacete
02125,"GINETE, EL (AYNA)",Albacete
02125,ROYO ODREA,Albacete
02127,CASA CAÑETE,Albacete
02127,"SAHUCO, EL",Albacete
02127,"SOLANA, LA",Albacete
02129,CAMPILLO DE LA VIRGEN,Albacete
02129,FONTANAR DE LAS VIÑAS,Albacete
02129,"FUENSANTA, LA",Albacete
02129,FUENTE DEL PINO,Albacete
02129,"MOLATA, LA",Albacete
02129,"MOLINAR, EL",Albacete
02129,"POCICOS, LOS",Albacete
02129,"ROYO, EL",Albacete
02129,SANTA ANA (FUENTE DEL PINO),Albacete
02130,BOGARRA,Albacete
02136,PATERNA DE MADERA,Albacete
02137,ARTEAGA,Albacete
02137,BATAN DEL PUERTO,Albacete
02137,CASA ROSA,Albacete
02137,"CATALMEREJOS, LOS",Albacete
02137,CORTIJO DE TORTAS,Albacete
02137,RIO MADERA,Albacete
02139,CAÑADAS DE HACHES ABAJO,Albacete
02139,CAÑADAS DE HACHES ARRIBA,Albacete
02139,"CASAS DE HACHES, LAS",Albacete
02139,DEHESA DEL VAL,Albacete
02139,"DEHESA, LA (AYNA)",Albacete
02139,"GRIEGO, EL",Albacete
02139,"MOHEDAS, LAS",Albacete
02139,MORISCOTE,Albacete
02139,POTICHE,Albacete
02139,"SARGUILLA, LA",Albacete
02139,"VILLAREJO, EL",Albacete
02140,"ANGUIJES, LOS",Albacete
02140,"SALOBRAL, EL",Albacete
02141,POZOHONDO,Albacete
02142,MULLIDAR,Albacete
02142,NAVA DE ABAJO,Albacete
02142,NAVA DE ARRIBA,Albacete
02150,VALDEGANGA,Albacete
02151,CASAS DE JUAN NUÑEZ,Albacete
02152,ALATOZ,Albacete
02153,CARCELEN,Albacete
02153,CASAS DE JUAN GIL,Albacete
02154,POZO LORENTE,Albacete
02154,VILLAVALIENTE,Albacete
02155,TINAJEROS,Albacete
02156,"FELIPA, LA",Albacete
02160,LEZUZA,Albacete
02161,TIRIEZ,Albacete
02161,"YUNQUERA, LA",Albacete
02162,"CUARTICO, EL",Albacete
02162,"HERRERA, LA",Albacete
02162,ONCEBREROS (LA HERRERA),Albacete
02200,CASAS IBAÑEZ,Albacete
02210,ALCALA DEL JUCAR,Albacete
02211,CASAS DEL CERRO,Albacete
02211,"GILA, LA",Albacete
02211,TOLOSA,Albacete
02212,CASAS DE VES,Albacete
02213,"PARED, LA",Albacete
02213,VILLA DE VES,Albacete
02214,BALSA DE VES,Albacete
02214,CANTOBLANCO,Albacete
02214,"ERAS, LAS",Albacete
02214,"VISO, EL",Albacete
02214,ZULEMA,Albacete
02215,ALBOREA,Albacete
02215,CILANCO,Albacete
02215,VILLATOYA,Albacete
02220,MOTILLEJA,Albacete
02230,MADRIGUERAS,Albacete
02240,MAHORA,Albacete
02246,NAVAS DE JORQUERA,Albacete
02247,CENIZATE,Albacete
02248,JORQUERA,Albacete
02249,ALCOZAREJOS,Albacete
02249,BORMATE,Albacete
02249,CALZADA DE VERGARA,Albacete
02249,MALDONADO,Albacete
02249,"RECUEJA, LA",Albacete
02249,RIBERA DE CUBAS,Albacete
02250,ABENGIBRE,Albacete
02251,CAMPOALBILLO,Albacete
02252,MARIMINGUEZ,Albacete
02253,GOLOSALVO,Albacete
02260,FUENTEALBILLA,Albacete
02270,VILLAMALEA,Albacete
02300,ALCARAZ,Albacete
02310,VIVEROS,Albacete
02311,POVEDILLA,Albacete
02312,CANALEJA,Albacete
02312,"MESTA DE ALCARAZ, LA",Albacete
02313,PEÑASCOSA,Albacete
02314,CILLERUELO,Albacete
02314,"HORCAJO, EL",Albacete
02314,"HOZ, LA",Albacete
02314,ITUERO,Albacete
02314,MASEGOSO,Albacete
02314,PEÑARRUBIA DE MASEGOSO,Albacete
02314,PESEBRE,Albacete
02314,SOLANILLA,Albacete
02314,ZORIO,Albacete
02315,VIANOS,Albacete
02316,REOLID,Albacete
02316,SALOBRE,Albacete
02320,BALAZOTE,Albacete
02326,CAÑADA JUNCOSA,Albacete
02326,CASAS DE ABAJO,Albacete
02326,SAN PEDRO,Albacete
02327,CASICA DEL MADROÑO,Albacete
02327,POZUELO,Albacete
02327,"ZARZA, LA",Albacete
02328,ARGAMASON,Albacete
02328,SANTA ANA,Albacete
02329,BERRO,Albacete
02329,BURRUECO,Albacete
02329,CASAS DE LAZARO,Albacete
02329,CUCHARAL,Albacete
02329,FUENLABRADA,Albacete
02329,NAVALENGUA,Albacete
02340,"CHOSPES, LOS",Albacete
02340,CUBILLO,Albacete
02340,"JARDIN, EL",Albacete
02340,ROBLEDO,Albacete
02350,VILLAPALACIOS,Albacete
02359,MESTA DE CORTIJADAS,Albacete
02360,BIENSERVIDA,Albacete
02400,HELLIN,Albacete
02409,AGRA,Albacete
02409,CAÑADA DE AGRA,Albacete
02409,MINGOGIL,Albacete
